accepted,deg_sorted,energy,proposals,step,topology
6365,"[1, 1, 2, 2, 2]",3.5361703147698216,7341,7340,n_pentane
6374,"[1, 1, 1, 2, 3]",3.610983723046882,7351,7350,isopentane
6384,"[1, 1, 1, 2, 3]",3.610983723046882,7361,7360,isopentane
6392,"[1, 1, 2, 2, 2]",3.5361703147698216,7371,7370,n_pentane
6401,"[1, 1, 1, 2, 3]",3.610983723046882,7381,7380,isopentane
6411,"[1, 1, 1, 1, 4]",3.139857080327591,7391,7390,neopentane
6419,"[1, 1, 2, 2, 2]",3.5361703147698216,7401,7400,n_pentane
6429,"[1, 1, 2, 2, 2]",3.5361703147698216,7411,7410,n_pentane
6438,"[1, 1, 1, 1, 4]",3.139857080327591,7421,7420,neopentane
6446,"[1, 1, 1, 2, 3]",3.610983723046882,7431,7430,isopentane
6453,"[1, 1, 2, 2, 2]",3.5361703147698216,7441,7440,n_pentane
6462,"[1, 1, 2, 2, 2]",3.5361703147698216,7451,7450,n_pentane
6471,"[1, 1, 1, 2, 3]",3.610983723046882,7461,7460,isopentane
6480,"[1, 1, 2, 2, 2]",3.5361703147698216,7471,7470,n_pentane
6490,"[1, 1, 1, 2, 3]",3.610983723046882,7481,7480,isopentane
6500,"[1, 1, 2, 2, 2]",3.5361703147698216,7491,7490,n_pentane
6509,"[1, 1, 2, 2, 2]",3.5361703147698216,7501,7500,n_pentane
6517,"[1, 1, 1, 2, 3]",3.610983723046882,7511,7510,isopentane
6524,"[1, 1, 2, 2, 2]",3.5361703147698216,7521,7520,n_pentane
6534,"[1, 1, 2, 2, 2]",3.5361703147698216,7531,7530,n_pentane
6544,"[1, 1, 2, 2, 2]",3.5361703147698216,7541,7540,n_pentane
6552,"[1, 1, 2, 2, 2]",3.5361703147698216,7551,7550,n_pentane
6562,"[1, 1, 2, 2, 2]",3.5361703147698216,7561,7560,n_pentane
6572,"[1, 1, 1, 2, 3]",3.610983723046882,7571,7570,isopentane
6581,"[1, 1, 2, 2, 2]",3.5361703147698216,7581,7580,n_pentane
6591,"[1, 1, 1, 2, 3]",3.610983723046882,7591,7590,isopentane
6599,"[1, 1, 1, 2, 3]",3.610983723046882,7601,7600,isopentane
6606,"[1, 1, 1, 2, 3]",3.610983723046882,7611,7610,isopentane
6616,"[1, 1, 2, 2, 2]",3.5361703147698216,7621,7620,n_pentane
6624,"[1, 1, 2, 2, 2]",3.5361703147698216,7631,7630,n_pentane
6632,"[1, 1, 1, 2, 3]",3.610983723046882,7641,7640,isopentane
