seed,role,n,C1,C2,C1_norm,C2_norm,lambda_fdm,q_fdm
Mg,bridge,6,2.0886719542084933,4.59733413252505,0.12399999360000384,0.27293390992374117,0.3,1.0
Mg,bridge,7,2.4599999300000412,4.874127042977323,0.11714285380952577,0.2321012877608249,0.3,1.0
Mg,bridge,11,4.531392435286366,6.0733219109669,0.11490908670909325,0.15401002761205965,0.3,1.0
Mg,bridge,16,7.728029285941728,6.445996825102288,0.1181666596444482,0.09856353860960242,0.3,1.0
Mg,bridge,25,13.490261281103054,7.5359032537691215,0.11479999395833645,0.06412934708797316,0.3,1.0
Mg,bridge,21,10.930066262814716,8.025034856078362,0.11671427893928928,0.08569354788601677,0.3,1.0
Mg,bridge,25,13.979890163394375,8.371197633337985,0.11896665845486536,0.07123757040031639,0.3,1.0
Mg,bridge,22,11.632015767897101,7.402502644571273,0.11688310994434502,0.07438328383775475,0.3,1.0
Mg,bridge,5,1.6026766858230947,3.610983723046882,0.12399999500000314,0.27938383802778455,0.3,1.0
Mg,bridge,9,3.6125966023172795,5.562861154139799,0.12083332661458711,0.18606534101222594,0.3,1.0
Mg,bridge,13,5.653921842712348,6.137388413976984,0.11423076485577159,0.12399863179028565,0.3,1.0
Mg,bridge,20,10.328880553744836,7.296602992464868,0.11757894022161042,0.0830609708968704,0.3,1.0
Mg,bridge,18,8.965625315685973,6.900878989881991,0.11725489517878099,0.09025157912682132,0.3,1.0
Mg,bridge,3,0.7799999850000113,2.4618802153517008,0.12999999750000188,0.41031336922528344,0.3,1.0
Ca,bridge,10,4.028315766963421,6.164064606935183,0.11644443975308905,0.17818142650159582,0.3,1.0
Ca,bridge,9,3.537853262225443,5.948645197398314,0.11833332802083632,0.19896895977548634,0.3,1.0
Ca,bridge,13,5.818907133301146,6.840679689243636,0.11756409638355036,0.1382077953629396,0.3,1.0
Ca,bridge,16,7.64083012516794,7.255845068493333,0.1168333270222256,0.11094665184579693,0.3,1.0
Ca,bridge,18,9.055581380111567,7.720560513873463,0.11843136514417925,0.1009715978417959,0.3,1.0
Ca,bridge,2,0.44378950020192365,1.9211838203770515,0.13999999999999999,0.6060660171779821,0.3,1.0
Ca,bridge,2,0.44378950020192365,1.9211838203770515,0.13999999999999999,0.6060660171779821,0.3,1.0
Ca,bridge,5,1.6026766858230947,3.610983723046882,0.12399999500000314,0.27938383802778455,0.3,1.0
Ca,bridge,8,2.988786316072858,5.136782176340395,0.11785713836734953,0.20255929454179378,0.3,1.0
Ca,bridge,3,0.7799999850000113,2.4618802153517008,0.12999999750000188,0.41031336922528344,0.3,1.0
Ca,bridge,20,10.51382013736732,7.67089785313145,0.11968420227147251,0.087321761097568,0.3,1.0
Ca,bridge,6,2.156048431911989,4.762636804590693,0.12799999120000527,0.2827475765633983,0.3,1.0
Ca,bridge,9,3.6125966023172795,5.375830027908847,0.12083332661458711,0.17980956555463337,0.3,1.0
Ca,bridge,9,3.6125966023172795,5.562861154139799,0.12083332661458711,0.18606534101222594,0.3,1.0
Ca,bridge,17,8.209539428457061,7.182408792156652,0.11580881763097742,0.10131948049104239,0.3,1.0
Ca,bridge,7,2.5999998483334226,4.755300046614703,0.12380951658730584,0.22644285936260491,0.3,1.0
Ca,bridge,6,2.0212954765049975,4.821573025706041,0.11999999600000241,0.28624649415377734,0.3,1.0
Ca,bridge,3,0.7799999850000113,2.4618802153517008,0.12999999750000188,0.41031336922528344,0.3,1.0
Ca,bridge,13,5.818907133301146,6.589750235406494,0.11756409638355036,0.13313806425698094,0.3,1.0
